time_per_page,scroll_speed,number_of_re_reads,backtracking_count,quiz_hesitation_time,quiz_attempts,quiz_accuracy,session_duration,cognitive_load
326.8,122.1,5,6,42.1,3,68,817,HIGH
92.8,191.3,3,0,27.1,1,82.6,729,MEDIUM
299.2,122,7,4,25.5,3,36.6,1079,HIGH
111.4,211.9,4,2,16.9,3,78.2,362,MEDIUM
121.8,192.8,1,1,21.8,1,60.3,760,MEDIUM
96.4,176.4,4,3,15.7,3,70.7,503,MEDIUM
239.3,183.9,5,1,22,2,78.7,876,MEDIUM
187.6,83.6,3,4,44,3,62.4,764,HIGH
176.4,180.3,1,1,15.4,2,63.5,724,MEDIUM
135.9,167.5,1,0,27.5,2,61.8,929,MEDIUM
53.3,306.5,1,1,5.4,1,93.4,504,LOW
277.2,84.9,6,3,24.4,2,59.1,2150,HIGH
163.4,186.6,3,2,13.1,1,80.3,898,MEDIUM
39.1,376.2,0,0,6.9,1,95.5,272,LOW
45.3,272.6,0,0,13.4,1,85.8,283,LOW
194.5,94.6,5,2,42.3,2,33.1,745,HIGH
237.1,105.8,3,3,38.8,2,28,1176,HIGH
271.4,79.7,5,4,48.2,3,32.2,1067,HIGH
132,240.8,1,0,17,1,57.7,831,MEDIUM
356.8,70.4,3,5,41.1,3,36,500,HIGH
130.9,246.4,1,2,13.5,3,58.5,906,MEDIUM
64.6,405.8,0,0,4.6,1,88,328,LOW
302,130,5,7,18,2,29.5,1238,HIGH
141.6,104,1,0,17.8,2,83.1,600,MEDIUM
76.1,465.5,1,0,4.8,1,87.3,434,MEDIUM
57.6,274.6,0,0,6.6,1,97.3,449,LOW
148.1,130.4,4,3,52.2,3,33.6,1221,HIGH
278.8,78.7,4,2,32.6,2,60.7,822,HIGH
79,320.3,0,0,4.7,1,85,495,LOW
130.3,186.2,1,2,18.4,1,63.7,801,MEDIUM
30.7,332,0,0,5.2,1,87.7,130,LOW
68.2,310.7,0,1,6.9,1,83.4,435,LOW
85.9,320.7,0,0,2.8,1,83.5,354,LOW
155.1,100.2,4,4,24.8,2,55.3,881,HIGH
228.2,117.7,6,4,46.2,3,18.3,1266,HIGH
61.2,406,0,0,8.2,1,100,167,LOW
291.8,73.3,5,2,35.9,3,50.6,905,HIGH
46.2,402.5,0,0,5.5,1,83.3,478,LOW
140.8,273.7,1,1,26.6,1,67,310,MEDIUM
116.8,253.4,0,1,11.6,1,93.7,312,LOW
170,171.6,2,1,24.4,1,64.3,553,MEDIUM
132.6,168.1,3,1,28.2,3,50.6,480,MEDIUM
270.5,127.1,5,5,27.4,3,56.4,1062,HIGH
52.7,401.6,0,0,7.8,1,92.5,410,LOW
161.8,174.3,2,1,19.4,1,63.8,694,MEDIUM
115.6,226.3,1,2,10,2,90,547,MEDIUM
74.4,296.9,0,0,9.4,1,96.5,430,LOW
267.5,111.8,3,2,48.7,2,52,783,HIGH
25.9,357,0,0,9.3,1,87.7,230,LOW
72.1,482.7,1,0,7.6,1,80.1,371,LOW
39.1,418.2,0,1,11.3,1,96.1,270,LOW
263.6,92.3,3,4,26.2,2,53.5,1121,HIGH
119.7,144.1,3,0,11.5,2,54.4,875,MEDIUM
69.2,337.7,0,1,9.3,1,92.5,357,LOW
78.6,198.5,1,1,6.2,1,92.6,105,LOW
255.3,143.8,3,4,34.2,2,39.9,1340,HIGH
215.5,114,3,2,39.9,2,32.3,1060,HIGH
196.9,140.1,5,4,30.4,2,68,1646,HIGH
100.6,173.8,1,2,22.5,2,73,489,MEDIUM
75.8,357,2,0,8.9,1,98.7,100,LOW
58,438.6,1,0,1.5,1,85.5,514,LOW
206.5,64.5,6,5,56.1,2,43.2,801,HIGH
89.7,300.7,0,0,3.3,1,91.7,472,LOW
283,92.8,4,3,21.5,4,48.8,1098,HIGH
105.7,228.9,2,2,26.1,3,74.6,583,MEDIUM
188.4,174.9,1,2,15.2,1,50.2,595,MEDIUM
354.2,89.2,8,2,38.4,3,49.8,850,HIGH
160.7,287.9,2,1,22.2,2,73.6,575,MEDIUM
82.6,429.3,1,1,10.9,1,81,334,LOW
94.7,341.3,0,0,6.1,1,93.7,608,LOW
110.6,423.7,1,1,5.4,1,98.3,288,LOW
147.5,214,1,1,7,2,90,1014,HIGH
80,287.5,4,4,21.1,2,63.2,798,MEDIUM
105.5,316.1,0,0,1.5,1,88.2,445,LOW
326.7,114.8,7,3,39.5,2,52.7,1102,HIGH
167.1,214.8,3,2,20.9,2,71.8,902,MEDIUM
147,257.6,2,3,7.9,2,90,900,MEDIUM
56.7,399,0,1,7.6,1,91.1,567,LOW
114.3,203,3,2,16.8,1,82.8,746,MEDIUM
173.7,123.3,4,4,34.1,3,46.8,1470,HIGH
70.1,296.7,1,0,5.9,1,80.3,512,LOW
227.7,81.2,6,2,21.7,3,68,1114,HIGH
42.6,346.3,0,0,7.1,1,93.2,131,LOW
63.4,439.4,0,0,3.8,1,100,515,LOW
168.3,33.2,3,7,22.4,2,53.9,1569,HIGH
144.8,257.9,4,0,28.8,2,75.4,765,MEDIUM
203.8,230.8,3,1,7.6,1,67.2,702,MEDIUM
80.7,424.3,1,1,3.1,1,79.8,384,LOW
291.8,71.6,5,3,42.2,2,38.2,1285,HIGH
276.9,102,9,2,21.6,3,46.8,1518,HIGH
296.7,159.7,8,3,18.4,3,44.8,1483,HIGH
156.1,138.6,1,0,11,1,90,492,MEDIUM
60.9,260.8,1,1,4.4,1,90.7,172,LOW
186.4,228,3,3,27.1,1,68.4,456,MEDIUM
116.4,229.8,1,0,8,3,65.3,890,MEDIUM
45.8,448.5,0,0,8.6,1,87,484,LOW
67.8,293.5,0,1,5,1,89,450,LOW
303.5,96.5,3,5,22.2,2,36.7,939,HIGH
140.6,234.4,3,2,16.5,2,80,501,MEDIUM
105.4,177.3,4,1,22.2,1,74.5,807,MEDIUM
339.4,116.1,5,4,32.2,2,51.6,1000,HIGH
85.9,383.7,0,0,8.5,1,91.1,426,LOW
192.2,150.4,2,0,17.3,2,86.1,747,MEDIUM
67.3,242.2,0,0,5.7,1,93.4,459,LOW
63.1,431.9,0,1,4,1,99.5,549,LOW
61.8,281.2,0,2,5.6,1,92.1,348,LOW
321.9,95.1,6,3,29.5,2,61.3,822,HIGH
34,444.4,0,0,4.1,1,89.3,573,LOW
145.8,126.9,4,6,25.5,2,35,1160,MEDIUM
202.9,91.5,5,3,36.6,5,57,1128,HIGH
124.3,104.1,3,3,15.9,1,72.8,806,MEDIUM
102.2,162.3,2,3,21.7,2,61.9,862,MEDIUM
104.4,128.6,2,3,25.4,2,82.3,316,MEDIUM
50.8,373.8,1,0,4.3,1,93.2,359,LOW
151.7,235.1,3,1,12.8,1,61.2,772,MEDIUM
256.7,60.6,7,3,45,3,44.9,1004,HIGH
112.7,238.7,3,1,35,1,76.7,876,MEDIUM
83.7,308.4,0,0,8.7,1,90,558,LOW
124.7,224.8,3,0,32.8,4,62.9,788,MEDIUM
116.9,222,1,2,26.7,1,73.9,638,MEDIUM
67,384.6,0,0,6,1,94.7,709,LOW
58.1,474.9,1,0,2.5,1,90.6,437,LOW
156.1,142.5,1,1,18.7,2,84.2,1196,MEDIUM
201.3,141,3,3,43.6,4,35.8,1883,HIGH
137.5,282.3,1,0,7.9,1,81.2,790,MEDIUM
70,293.6,1,3,21.2,2,72.9,447,MEDIUM
50.5,343.5,1,1,8.8,1,94.4,502,LOW
306.2,101.8,3,4,43.3,2,61.8,1172,MEDIUM
177.4,171.4,3,1,7,1,57.4,584,MEDIUM
84.8,421.5,0,0,1.5,1,97.6,480,LOW
240.6,119.5,4,4,43.3,3,40.4,665,HIGH
78.9,401.9,2,0,8.8,1,84.7,476,LOW
42.3,356.2,3,2,3.2,1,83.9,366,LOW
240,265.8,1,0,21.7,1,78.7,926,MEDIUM
331.8,97,4,4,35.8,2,49.7,1370,HIGH
224.2,96,4,2,34,2,48.9,665,HIGH
170.1,246.3,3,1,24.3,1,75,1110,MEDIUM
219.1,104,4,6,32.1,3,11.5,668,HIGH
59.6,362.5,0,1,9.6,1,79.3,667,LOW
166.5,228.9,2,2,12,2,83,771,MEDIUM
331.8,62.4,3,2,29,3,15.7,1804,HIGH
47.4,308.8,2,0,7.4,1,92.3,413,LOW
80,336.5,0,0,7.2,1,91.6,547,LOW
20,327.8,2,0,7.6,1,77.2,213,MEDIUM
44.3,447.3,0,0,5.3,1,80.8,490,LOW
126.6,269.9,2,1,20.5,1,68.2,971,LOW
116.5,261.1,1,1,21,1,80.1,719,MEDIUM
115.2,156,2,1,16,2,90,299,MEDIUM
72.6,419.8,0,1,5,1,89.9,380,LOW
166,222.2,1,2,22.9,2,89.2,662,MEDIUM
131.4,177.9,3,2,7,2,77,538,MEDIUM
59.4,297.8,0,0,4.6,1,89.3,432,LOW
233.8,103,4,4,41,3,33.4,1078,HIGH
102.8,153.5,1,1,25.1,3,48.5,765,MEDIUM
157.7,293.2,4,1,24.7,1,64.3,726,MEDIUM
171.5,199.6,1,2,14.2,2,83.1,645,MEDIUM
173,247.6,2,2,9.4,1,65.9,606,HIGH
115.6,309.6,2,2,24.7,1,73.7,1064,MEDIUM
48.6,406,0,0,4.7,1,84.8,480,LOW
153.6,255.3,3,3,7.2,2,59.8,749,MEDIUM
70,156.2,2,2,27.8,1,74.9,680,MEDIUM
317.3,90,4,2,69.8,2,16.2,1930,HIGH
146.4,218.6,4,2,20.6,2,76.4,1079,MEDIUM
84,528.9,1,0,6.6,1,90.3,210,LOW
172,85.7,6,4,25.8,4,54.3,1213,HIGH
75.8,293.5,0,0,11.4,1,93.9,463,LOW
20,313.9,1,0,6.3,1,98,399,LOW
150.9,82.3,4,2,43.2,3,23.3,1390,HIGH
99.8,202.6,3,0,19.6,1,90,803,LOW
103.5,240.9,1,1,24.1,2,60.7,687,MEDIUM
316.1,115.6,3,5,42.6,2,48.1,1125,HIGH
179,219.9,4,1,21.3,1,85.5,545,MEDIUM
151.4,223.9,1,2,7.3,2,61.6,585,MEDIUM
79.4,291.2,0,0,5.6,1,76.6,477,LOW
124.9,181.9,2,1,17.9,1,77.2,911,MEDIUM
76.9,487.1,1,0,4.3,1,93.1,155,LOW
139.3,149.7,2,1,7,2,74.7,868,MEDIUM
342.5,121.4,5,5,45.9,2,48.7,936,HIGH
101.2,242.3,2,0,7,2,65.7,361,MEDIUM
108.7,178.7,3,0,20.2,1,66.8,645,MEDIUM
173.5,127.4,2,1,26.2,1,64.8,580,MEDIUM
281.7,113,5,6,27,2,62.3,1409,HIGH
337.4,68.3,4,6,48.3,2,31.4,1576,HIGH
259.8,114,6,5,38,3,65.9,1512,HIGH
91.6,394,0,0,3.6,1,97.6,462,LOW
137.9,176.3,4,0,14.4,1,68.9,364,MEDIUM
83.4,274.4,1,1,2.6,1,95.7,107,LOW
234.9,132.3,5,4,32.6,2,28.3,1468,HIGH
70,179.9,1,2,14.5,2,89.8,721,MEDIUM
115.3,280.6,3,2,20.5,1,80.4,733,MEDIUM
59.6,381.4,0,0,7.1,1,87.2,511,LOW
254.7,56.7,3,4,45.3,3,28.1,1447,HIGH
211.1,87.4,3,2,18,3,38.7,1640,HIGH
45.1,591.9,2,0,5.9,1,87.2,361,LOW
183.2,268.2,1,1,12.1,2,81.4,520,MEDIUM
28.3,427.2,0,1,1.5,1,82.4,353,LOW
41.2,405.8,1,0,9.4,1,92.4,274,LOW
199.6,109.8,6,4,26.3,3,34.3,1636,HIGH
156.4,271.8,2,1,18.5,2,75.2,799,MEDIUM
175.6,256.9,1,2,16.4,2,90,758,MEDIUM
73.1,368.8,2,0,5.8,1,92.2,490,LOW
108.6,302.7,1,1,27.3,1,74.6,861,MEDIUM
150.4,233.8,1,0,12.1,2,76.9,1226,MEDIUM
331.7,106.7,5,5,28.4,4,54.2,1642,HIGH
154.8,230.5,1,1,27.4,2,85.2,621,MEDIUM
153.9,140.3,1,1,20.4,2,72.5,685,MEDIUM
260.2,101.1,3,2,64.6,3,60.1,1814,HIGH
26.3,376.4,0,1,1.9,1,88.8,497,LOW
85.7,255.5,2,1,15.3,1,82.3,1097,MEDIUM
330.9,106.2,5,7,42.3,3,26.9,654,HIGH
201.9,166.3,2,0,23.7,1,89.5,726,MEDIUM
55.1,312.7,3,0,10.4,1,100,386,LOW
181.5,151.3,2,1,7,1,90,688,MEDIUM
176.3,243.8,4,0,14.3,3,70.9,644,MEDIUM
180.3,212.9,1,0,17.2,2,62.8,1090,MEDIUM
63.9,396.8,1,1,8.1,1,95.6,143,LOW
58.6,447.3,2,0,2.5,1,87.8,259,LOW
73.5,232.6,4,1,22.9,1,90,675,MEDIUM
302,92.3,6,4,26.1,2,33.2,500,HIGH
63.4,411,1,0,3.8,1,91.1,575,LOW
165.2,241.4,2,1,19.8,2,45,707,MEDIUM
95.1,163.5,3,1,12.6,2,88.9,790,MEDIUM
52.5,223.2,0,0,9.6,1,84.5,478,LOW
181.7,202.3,2,1,32.1,2,80.9,880,MEDIUM
185.7,180.7,2,2,17.9,1,78.8,800,MEDIUM
330.2,107.1,4,5,18,4,26.1,1618,HIGH
82.2,488.7,1,0,4,1,85.3,301,LOW
72.9,452.5,0,0,8.7,1,82.8,442,LOW
250.9,54.4,4,3,58,3,26.2,1658,HIGH
301.4,74.7,3,6,38.4,2,15.2,1358,HIGH
327.5,79.7,3,3,43.8,2,45.7,727,HIGH
353.5,130,4,2,36,4,63.2,657,MEDIUM
232.1,168.4,2,3,19.2,2,77.2,599,LOW
127.5,291.9,2,2,16.5,1,61.1,421,MEDIUM
117.6,199.8,1,2,15.9,1,81.3,756,MEDIUM
51.1,344.5,0,0,5.6,1,88.1,450,LOW
166,84.8,5,2,29.7,3,21,1579,HIGH
62.4,370.1,0,0,10.6,1,100,263,LOW
150,247.5,2,2,24.5,1,64.6,309,MEDIUM
146.1,89,6,6,52.7,4,55.3,1371,HIGH
63.2,465.3,1,0,5.5,1,88.8,497,LOW
135.8,280,3,1,13.4,1,64.3,1051,MEDIUM
231.1,121.7,5,5,58.1,3,32.7,1036,HIGH
64.1,391.4,0,1,6.7,1,86.6,399,LOW
112.4,195.3,3,1,15.9,1,69.8,1119,MEDIUM
138.4,298,3,3,29.2,1,69.3,809,MEDIUM
127.1,224.4,2,3,9,2,55,511,MEDIUM
84.8,218,2,2,18.9,2,61.3,768,MEDIUM
289.5,109.8,3,3,41.5,2,10,1122,HIGH
87.4,338.7,0,1,4,1,86.4,501,LOW
66.8,314.7,1,0,9.5,1,93.9,649,LOW
271.3,97.4,5,4,54.8,2,34.6,876,HIGH
54.6,527.2,0,1,11.6,1,85.9,652,LOW
233.3,49.8,5,2,23.7,3,50.1,1186,HIGH
156.6,331.3,1,2,16,1,71.1,796,MEDIUM
66.9,400.1,0,0,4.4,1,92,451,LOW
49.7,387,0,0,4.6,1,84.2,364,LOW
77.6,282.9,0,2,12.5,1,88.9,419,LOW
120.4,284.5,2,1,18.9,2,76,1042,MEDIUM
172.6,309.1,2,1,7,1,77.8,788,MEDIUM
128.8,291.5,1,1,12.7,1,77.7,859,MEDIUM
71.4,521,0,0,4.3,2,98.9,278,LOW
76.8,307.1,1,0,2.7,1,93,377,LOW
73.4,308.5,0,0,4.8,1,84.7,222,MEDIUM
160.1,121.6,1,1,21.1,1,75.2,1008,MEDIUM
47.4,270.8,0,0,12.1,1,90.4,241,LOW
52.5,266.7,1,0,6.9,1,88.6,186,LOW
92,402.2,0,0,5.4,1,90.7,536,LOW
268,103.5,5,3,57.8,2,36.1,1069,HIGH
94.4,465.7,0,0,7.7,1,83,255,LOW
126.1,292.7,3,1,16.7,1,83.7,273,MEDIUM
118.6,262.2,3,2,20.2,1,78.8,345,HIGH
178.8,270.6,1,1,23,1,72.6,780,MEDIUM
74.1,515,0,0,6.8,1,88.5,225,LOW
294.2,106.6,5,4,61,2,55.4,772,HIGH
106.1,304.1,0,0,5.9,1,99.5,399,LOW
70,247.9,2,2,18.8,1,74.2,314,MEDIUM
94.3,173.9,2,4,34.8,1,70.8,477,MEDIUM
77.8,264.2,0,0,7,1,80.1,100,LOW
95.7,304.4,4,1,26.6,1,84.4,673,MEDIUM
93.7,293.2,0,1,3.5,1,92.1,433,LOW
106.2,195.6,4,0,24,2,69,503,MEDIUM
308.1,61,5,3,49.9,2,39,1116,HIGH
111.1,272.3,2,4,18.2,1,71.6,701,MEDIUM
146,210.2,4,0,27.2,2,78.3,717,MEDIUM
64.1,330.3,1,0,5.6,1,86.9,445,LOW
150,185.2,2,1,18.2,1,79,804,HIGH
138,247.2,4,0,30.7,1,57.1,310,MEDIUM
194.2,32.4,3,4,39.5,2,31.9,1518,HIGH
267.3,115.9,3,4,26.5,2,34.5,1056,HIGH
174.7,291.2,1,0,12.4,1,71.5,811,MEDIUM
186.1,188.2,3,1,25.1,1,63.9,834,HIGH
72.7,336,0,0,8.8,1,93,558,LOW
288.1,170.3,5,3,53.1,3,42.2,849,HIGH
180.2,206.5,1,2,20.6,1,63.8,892,MEDIUM
83.2,201.3,2,0,29.4,2,80.4,781,MEDIUM
216.9,105.1,3,5,29,3,59.5,924,HIGH
66.2,384.2,0,0,8.8,1,81.7,474,LOW
246.7,78.3,3,5,37.4,3,47,1077,HIGH
278.2,25.8,4,3,39.2,5,20.6,1465,HIGH
165,184.8,2,1,17.1,1,64.8,992,MEDIUM
309.5,75.3,4,5,56.5,2,39.8,1564,HIGH
59.8,339.7,0,0,12.4,1,100,777,LOW
47.3,463.1,0,1,4.2,1,90.3,481,LOW
141.4,250.7,2,2,18,1,75.6,710,MEDIUM
41.2,346.1,0,0,6.7,1,82.3,375,LOW
335.5,145.1,3,4,47.5,3,34.2,2002,HIGH
175.8,261.8,3,2,15.3,3,83.9,807,MEDIUM
243.4,41.8,7,2,45.4,2,57.7,708,HIGH
114.8,344.7,0,1,8.2,1,98.3,172,LOW
220,118.4,2,3,16.4,1,81.8,771,MEDIUM
90.3,179.9,2,2,8.9,2,71.9,706,MEDIUM
367.5,96.5,7,4,34.9,4,57.4,1378,HIGH
341,90.6,5,4,37.4,2,36.9,1369,HIGH
70,276.5,2,1,23.2,1,65,1074,MEDIUM
117.6,230.4,2,1,26.1,1,72.8,560,MEDIUM
240,244.7,2,2,25.3,3,82.5,624,MEDIUM
210.8,42.7,4,3,37.4,3,43.4,1125,HIGH
245.5,98.3,5,4,39.8,2,32.7,1341,HIGH
77.2,363.3,0,1,14.6,1,98,378,LOW
149.3,144.4,1,1,22.3,2,62.3,872,MEDIUM
333,85,3,4,39,2,40.8,1427,HIGH
70,165.8,2,3,24.9,2,68.9,546,MEDIUM
150.3,247.1,1,0,13.9,2,63.1,1293,MEDIUM
51.7,462,0,0,2.9,1,90.7,227,LOW
184.1,255,1,0,24.2,3,81.5,823,MEDIUM
48.8,459.4,1,0,9.4,1,89.9,264,LOW
40.2,316.4,0,1,6.6,1,85.7,158,LOW
213.1,179.7,1,0,14.4,1,61,947,MEDIUM
57.6,274.5,1,0,8.4,1,90.8,347,LOW
54.4,349.7,2,0,6.1,1,88.5,278,LOW
107.7,369.2,1,0,2,1,96.1,107,LOW
235.1,63.7,7,2,19.9,3,30.9,886,HIGH
247,117.2,4,5,47,3,38.6,934,HIGH
56.4,396.3,1,0,4.1,1,100,100,LOW
144.2,310.4,2,3,25,2,69.1,717,MEDIUM
266.8,48.7,5,2,30.7,2,40.6,1544,HIGH
291.5,95.3,3,4,24.8,3,46.2,1570,MEDIUM
230.7,75.5,4,4,54.7,3,63.4,1189,HIGH
97.2,282.5,3,1,25,2,78.2,597,MEDIUM
161.2,140.3,1,1,9.4,2,60.2,885,MEDIUM
323.4,77.5,5,3,18.3,2,60.4,1196,HIGH
282.3,89,5,4,31.6,4,13,1667,HIGH
40,246.1,2,0,3.6,1,91.5,458,LOW
86.4,365.9,0,1,8.5,1,92,355,LOW
289.2,113.6,5,2,22.2,6,25.9,1217,HIGH
70.2,448.4,1,1,4.9,1,100,381,LOW
232,132.4,3,1,25.7,2,90,395,MEDIUM
52.8,421.2,0,1,3.9,1,79.8,405,LOW
93.6,177.5,2,1,7,2,53.5,648,MEDIUM
186.2,293.5,2,0,8.1,2,87.3,919,MEDIUM
34.5,344,0,0,7,1,91.4,707,LOW
228.5,105.2,1,1,16.9,2,73.5,1105,MEDIUM
308.5,73.3,4,2,29.2,3,50.1,1615,HIGH
83.6,268,0,0,6,1,85.8,431,LOW
166.4,251.4,1,2,15,2,60.6,802,MEDIUM
59,376.3,1,0,4.9,1,96.5,581,LOW
96.4,505.2,1,0,10.3,1,80.7,447,LOW
72,280.4,2,0,1.5,1,98.7,272,LOW
315.7,68.2,5,4,26.1,2,17.3,1943,HIGH
240.6,73.9,9,2,45.5,2,45.8,1255,HIGH
76.7,353.3,0,0,6.9,1,90.6,503,LOW
120.1,178.2,3,2,9.8,2,72.6,905,MEDIUM
263.5,100.1,4,2,37.1,3,27.6,2085,MEDIUM
43.6,508.2,0,0,5.7,1,86.6,280,LOW
77.8,383,1,0,11.6,1,95.3,521,LOW
53.6,335.7,0,0,9.9,1,89.5,100,LOW
212.1,115.6,6,4,35.8,3,41.7,1219,HIGH
236.8,120.7,4,6,51.6,2,33.7,751,HIGH
394.2,101.8,3,4,37.3,3,39.2,500,HIGH
119,273.2,2,2,7,1,90,712,MEDIUM
214.1,85.4,4,3,40.1,4,33.7,1705,HIGH
136.4,202.9,3,0,24.3,2,80.1,906,MEDIUM
282,114,4,5,44.5,2,33.4,1113,HIGH
153.1,193.2,2,2,20.2,3,67.9,849,MEDIUM
229.8,83.8,5,3,45.5,5,44.6,1682,HIGH
99.7,404.9,0,0,10.4,1,89.8,459,LOW
24.5,239.3,0,0,7.2,1,90.6,654,MEDIUM
278.9,60.6,3,3,18,2,56,1050,HIGH
113.1,197.2,1,1,7,2,71.2,716,MEDIUM
325.2,118.2,3,5,32.4,2,42.7,1142,HIGH
202.4,208.8,1,1,25.4,2,80.3,970,MEDIUM
122.9,123.6,1,1,16.2,1,59.3,1040,MEDIUM
70,293.5,3,3,21,1,77.1,598,MEDIUM
35.4,345.1,0,0,12.1,1,91.3,108,LOW
150.4,239.4,2,1,14.8,2,56.5,696,MEDIUM
120.3,100,2,1,10.9,1,61.1,975,MEDIUM
155.7,201.9,1,1,22.2,1,63.9,838,MEDIUM
44,387.4,0,0,4,1,100,436,LOW
47.1,407.2,0,1,6.6,1,93.2,280,LOW
270.6,94.6,4,3,41.5,3,14.9,1419,HIGH
59.5,426.5,1,0,7.5,1,100,500,LOW
62.2,483.5,0,0,7.4,1,89.1,467,LOW
161.4,224.7,4,3,25.3,2,71,764,MEDIUM
140,105.8,4,3,38.7,4,13.7,1391,HIGH
44.2,333,0,0,4,1,89.6,529,LOW
382.2,102.7,7,6,40,4,34.8,1641,HIGH
45.4,518.9,1,1,3.1,1,93.2,297,LOW
386.4,49.7,9,2,37.3,2,36,1640,HIGH
190.7,75.3,4,3,26.9,2,28.3,925,HIGH
273.3,96.6,3,2,47.4,3,31.1,1018,HIGH
47.6,509.6,1,1,7.8,1,84.4,326,LOW
106.6,233.9,1,2,17.2,1,62,839,MEDIUM
79.1,453.1,0,0,3.3,1,89.6,204,LOW
90.8,247.3,4,1,20.5,2,79.5,336,MEDIUM
130.1,263.6,3,0,20.8,2,63.4,495,MEDIUM
74.8,412.1,2,1,5.3,1,100,482,LOW
251.6,85.1,3,2,37.3,3,63,1366,HIGH
96.9,194.7,4,1,16.3,1,83.4,321,MEDIUM
28.5,432.9,0,0,10,1,81.3,318,LOW
228.1,92.7,6,4,48.8,4,32.8,583,HIGH
100.9,402.6,1,2,8.2,1,90.6,566,LOW
210,25,3,6,47.4,4,53.2,1305,HIGH
336.4,54.4,5,4,37.4,2,52.4,1203,HIGH
143.9,222.1,2,1,15.2,2,64,975,MEDIUM
130.6,229.4,1,2,19.3,3,62.1,644,MEDIUM
130.4,167.3,1,2,12.6,2,45.2,733,MEDIUM
287.9,39.1,3,5,29.4,2,42.7,1073,HIGH
45.8,299.7,0,0,5.6,1,89.7,428,LOW
62.3,458.6,0,0,3.2,1,93.5,154,LOW
76,334.7,1,0,3.3,1,91.4,427,LOW
244.4,67.6,3,3,36.8,3,43.4,1268,HIGH
306.9,51.3,5,2,18,3,48.3,1138,HIGH
152.2,241.3,1,2,15.5,1,54.9,829,MEDIUM
395.9,102.1,9,2,49.4,4,57.8,1528,HIGH
51.7,390.9,1,0,8.2,1,99.2,303,LOW
139.5,293.6,1,0,19.4,1,73.1,634,HIGH
114.2,199.2,3,3,19.3,1,81.9,413,MEDIUM
277.2,104,7,4,48.7,3,55,1068,HIGH
303.3,72.1,5,5,46.7,3,46.5,500,HIGH
178.1,55.3,4,2,18,2,13,1644,HIGH
70,288.8,3,2,14.3,1,78.1,628,MEDIUM
222.4,257.9,1,1,14.5,1,69.9,729,MEDIUM
38.3,457.5,2,0,8.7,1,88.2,313,LOW
64.2,442.8,0,0,3.6,1,91.8,100,LOW
86.4,191.8,3,3,23.8,1,67.4,687,MEDIUM
161.3,37.1,6,3,40.5,3,36.6,1728,HIGH
81.1,340.1,2,0,1.5,1,96.8,767,LOW
472.4,56.8,7,4,41.8,4,30.8,785,HIGH
134.3,177.4,1,2,8.5,1,73.9,721,MEDIUM
269,85.6,8,5,18.1,3,35.1,653,HIGH
328.5,150.5,4,5,48.7,2,30.7,1227,HIGH
43.3,396.9,0,1,6.6,1,89.5,518,LOW
44.7,422.1,0,0,6.6,1,100,425,LOW
102.6,192.4,1,0,7,2,59.6,471,MEDIUM
165.7,221.7,2,0,10.6,2,79.1,1062,MEDIUM
319.4,92.8,7,4,27.2,3,37.7,1638,HIGH
160.5,145.3,1,2,23.4,1,85.1,830,MEDIUM
55.8,487.2,1,0,3.4,1,87.2,160,MEDIUM
115.7,358.7,0,2,4.6,1,100,206,LOW
96.9,201.8,3,1,21.4,3,76.3,685,MEDIUM
220.4,85.6,4,4,48.3,2,54.5,1221,HIGH
319.6,95.2,4,3,55.5,3,42.1,931,HIGH
299.7,152.6,6,5,52,2,51.2,1961,HIGH
264.2,111.3,5,3,34.7,2,51,1501,HIGH
206.3,350,2,1,10.4,1,90,763,MEDIUM
91.9,276.9,3,2,15.3,1,79.4,780,MEDIUM
22,365.2,0,0,8.2,1,97.8,454,LOW
188,169.1,4,3,62.1,4,31,1564,MEDIUM
289.5,75.1,5,2,25.7,4,50.3,677,HIGH
62.1,316.7,0,1,4.1,1,100,178,LOW
300.4,120.9,4,5,29.8,2,10,1366,HIGH
105,345.8,2,1,6,1,95.5,364,LOW
50.4,395.6,0,1,2.5,1,94.2,299,MEDIUM
133.9,244.7,2,2,22.5,2,58.9,781,MEDIUM
77.5,487.3,1,0,6.4,1,99.6,509,LOW
115.4,166.5,3,1,20.2,2,75.9,596,MEDIUM
331.2,115.9,5,4,48.6,2,29.2,1229,HIGH
148,209.5,1,1,7,1,76.2,953,MEDIUM
98,323.7,1,0,10.6,1,93.3,395,MEDIUM
102.8,294.6,0,0,6.3,1,100,396,LOW
161.9,207.2,2,2,19.5,2,65.5,794,MEDIUM
66.4,433.5,1,0,7.4,1,87.9,374,LOW
80.8,246.3,1,1,8.1,1,99.8,431,LOW
72,402,0,0,3.4,1,96.1,623,LOW
219.2,52.4,4,6,18,4,40,1313,HIGH
232.1,51.3,3,4,36,3,38.2,982,HIGH
82.1,476.9,1,1,5.8,1,85.5,287,LOW
295.1,103.8,3,5,42.7,4,34.3,1177,HIGH
152.2,209.8,1,2,12.6,2,88.6,868,MEDIUM
59,379.2,0,0,1.5,1,90.2,501,LOW
86.8,178.6,2,1,12.7,1,74.5,819,MEDIUM
310.2,72.6,6,3,45.3,2,47.4,1444,HIGH
123.9,378.3,0,0,6,1,95.7,616,LOW
316.6,51.5,6,5,52.5,2,65.3,1336,HIGH
38.2,444.1,1,0,10.9,1,81.8,471,LOW
